id,account_id,date,amount,payments,24_A,12_B,12_A,60_D,48_C,36_D,36_C,12_C,48_A,24_C,60_C,24_B,48_D,24_D,48_B,36_A,36_B,60_B,12_D,60_A
6753,8688,1997-03-20,67980,5665,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6755,8713,1998-07-24,170700,2845,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6758,8742,1997-07-29,33144,2762,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6763,8772,1997-06-19,88272,1839,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6764,8776,1995-08-26,33984,708,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6766,8784,1998-04-28,74352,3098,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6785,8899,1995-12-25,125340,2089,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6790,8919,1998-06-08,76104,3171,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6791,8926,1998-01-23,566640,9444,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6793,8931,1997-01-30,186300,3105,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6805,8972,1996-12-21,45024,938,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6808,8982,1994-10-12,227880,6330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6810,9006,1996-06-08,186384,3883,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6816,9017,1996-03-26,100224,2088,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6817,9024,1996-10-04,70656,1472,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6818,9030,1996-12-12,155616,3242,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6819,9031,1997-05-03,50112,2088,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6820,9034,1993-12-16,38148,3179,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6821,9037,1998-09-15,321936,6707,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6824,9052,1997-02-26,71976,2999,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-
6836,9093,1994-08-03,189300,3155,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6841,9104,1994-08-07,172080,3585,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
6851,9138,1997-06-03,272220,4537,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6852,9140,1998-11-10,16032,334,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6855,9153,1998-03-01,52236,1451,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6856,9156,1998-12-01,163332,4537,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6857,9159,1998-06-08,69600,1450,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6859,9167,1998-03-07,272220,4537,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6861,9179,1998-02-28,215040,3584,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6863,9188,1993-07-28,127080,2118,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X
6865,9199,1996-09-11,29448,2454,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6866,9201,1998-02-05,122472,5103,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6868,9208,1998-10-12,82128,3422,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6871,9225,1997-04-13,164256,3422,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6872,9227,1998-04-29,191580,3193,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6875,9235,1997-03-13,83280,1735,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6876,9236,1993-12-21,86616,7218,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6877,9241,1997-06-19,285240,4754,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6878,9242,1997-01-24,23184,1932,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6887,9263,1997-05-08,39576,3298,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6888,9265,1994-07-11,39576,3298,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6895,9307,1994-09-19,41904,3492,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6903,9337,1994-06-04,52128,2172,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6908,9353,1997-06-08,188616,7859,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6913,9377,1997-04-29,99936,4164,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6919,9403,1994-08-05,120888,3358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6921,9422,1996-10-29,86184,7182,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6922,9424,1997-08-26,83628,2323,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6923,9433,1998-10-05,44640,1860,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6926,9455,1998-02-07,374760,6246,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6929,9472,1995-05-08,36396,3033,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6932,9491,1998-06-25,225504,4698,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6933,9493,1995-09-09,188688,3931,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6934,9494,1997-02-09,116832,9736,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6938,9504,1997-03-10,341280,5688,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6940,9510,1996-11-22,228276,6341,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6942,9513,1997-07-16,18324,1527,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6944,9548,1996-11-15,46176,962,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6948,9560,1998-03-15,157068,4363,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6949,9583,1995-12-12,104712,4363,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6950,9591,1995-04-11,104712,4363,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6955,9627,1995-11-22,244368,5091,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6956,9631,1997-11-09,59448,2477,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
6959,9633,1997-06-30,59448,2477,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-
6960,9640,1995-01-11,76416,3184,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6961,9645,1996-06-06,176148,4893,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6962,9646,1998-04-02,279072,5814,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6965,9656,1995-06-13,139536,5814,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6969,9673,1998-09-12,88200,2450,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
6970,9677,1997-06-17,31620,527,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6984,9730,1997-08-15,116040,1934,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
6985,9731,1995-11-22,113796,3161,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
6986,9750,1995-02-11,151728,3161,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-
6992,9790,1996-07-27,133968,2791,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6995,9814,1996-09-26,96168,8014,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6996,9828,1995-04-13,126600,5275,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6998,9833,1994-05-21,97632,8136,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7001,9859,1997-08-10,300600,5010,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7004,9869,1995-03-15,331560,5526,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7008,9897,1995-09-22,36168,3014,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7013,9928,1996-08-02,89340,1489,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7034,10001,1996-07-11,19044,529,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7035,10005,1998-07-29,210744,5854,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7036,10019,1996-09-25,194940,5415,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7037,10022,1998-01-03,218064,4543,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7046,10049,1997-03-28,91632,7636,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7049,10063,1997-06-24,233424,6484,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7050,10065,1997-09-23,311232,6484,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7051,10068,1997-07-28,77808,6484,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7055,10079,1994-04-06,167100,2785,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7057,10093,1995-10-20,231696,6436,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7061,10105,1994-08-27,121896,5079,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7066,10131,1994-05-02,215388,5983,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-
7067,10134,1998-01-11,136368,5682,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7072,10148,1998-01-27,22104,1842,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
7085,10202,1997-06-19,305424,6363,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7087,10215,1997-02-20,44304,1846,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7088,10233,1997-05-03,239160,3986,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7091,10243,1998-09-22,113436,3151,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7096,10257,1998-09-02,37812,3151,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
7097,10266,1993-12-23,75624,3151,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
7100,10280,1997-12-31,348120,5802,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7101,10297,1996-11-18,421008,8771,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7104,10320,1993-12-13,259740,4329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X
7110,10345,1998-01-21,31260,2605,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
7115,10351,1997-03-04,88704,1848,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7119,10361,1997-06-02,86880,7240,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7121,10364,1993-11-10,21924,609,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7122,10365,1997-01-04,260640,7240,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7129,10404,1998-03-01,194280,3238,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7130,10411,1996-12-11,123408,5142,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7136,10436,1996-09-28,54396,1511,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7137,10439,1994-06-03,151560,6315,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7138,10440,1995-07-03,60000,1000,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7139,10445,1998-01-22,23412,1951,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
7142,10451,1994-12-19,482940,8049,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7147,10478,1998-01-02,267600,5575,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7151,10493,1998-02-18,133800,5575,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7154,10520,1996-12-05,417600,6960,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7164,10613,1998-08-15,249792,5204,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7166,10630,1995-06-24,198240,8260,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7167,10644,1998-06-18,269964,7499,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7168,10645,1998-07-05,208332,5787,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7171,10650,1998-02-24,196224,4088,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7172,10652,1998-05-07,45720,3810,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-
7176,10663,1995-10-28,260028,7223,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7181,10679,1997-10-02,197808,8242,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7187,10711,1997-12-24,24180,403,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7189,10728,1996-03-21,154656,3222,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7192,10738,1994-12-21,115992,3222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7194,10762,1996-09-17,68832,1912,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7195,10774,1998-04-23,339168,7066,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7198,10788,1994-08-23,45768,3814,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7199,10789,1997-12-09,45768,3814,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7200,10799,1998-07-11,31140,519,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7201,10807,1997-03-07,67464,5622,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7202,10812,1998-05-29,140688,2931,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7209,10857,1997-11-30,385560,6426,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7213,10884,1996-02-13,113544,3154,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7219,10905,1997-08-23,57120,1190,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7220,10911,1994-07-28,131292,3647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7221,10915,1998-06-11,152460,2541,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7226,10940,1994-02-23,197748,5493,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7227,10942,1995-10-02,314520,5242,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7230,10954,1997-04-02,18720,312,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7233,10963,1996-12-25,115812,3217,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7235,10973,1993-10-13,154416,3217,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
7240,11013,1993-09-06,274740,4579,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X
7241,11021,1995-03-04,168984,7041,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-
7242,11027,1997-10-23,48096,2004,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7243,11042,1995-12-04,217152,6032,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7246,11054,1996-08-20,148920,2482,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7249,11065,1994-06-12,69360,1445,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-
7250,11069,1997-03-04,119136,2482,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7253,11079,1997-04-26,98304,8192,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7255,11096,1997-06-09,213300,3555,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7259,11111,1994-01-31,108144,3004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7262,11135,1994-03-01,182628,5073,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-
7263,11138,1996-01-19,89880,3745,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7264,11141,1997-10-07,44940,3745,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7271,11186,1996-10-02,392460,6541,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7277,11231,1997-10-24,89280,7440,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7279,11244,1997-12-11,155760,6490,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7284,11265,1993-09-15,52788,4399,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7286,11271,1997-01-31,67320,1870,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-
7292,11317,1998-11-22,317460,5291,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7294,11327,1998-09-27,39168,1632,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-
7295,11328,1998-07-18,280440,4674,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7304,11349,1995-10-29,419880,6998,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-
7305,11359,1996-08-06,54024,4502,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
7308,11362,1996-12-27,129408,5392,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
